"","iso","year","liquids.sequestration","solids","liquids","gas","cement","gas.flaring","liquids.shipping"
"508","bdi",1976,0,0,23,0,0,0,1
"509","bdi",1977,0,0,27,0,0,0,1
"510","bdi",1978,0,1,28,0,0,0,1
"511","bdi",1979,0,1,29,0,0,0,1
"512","bdi",1980,0.84,2,39,0,0,0,1
"513","bdi",1981,0.84,2,41,0,0,0,2
"514","bdi",1982,0.84,4,39,0,0,0,1
"515","bdi",1983,0.84,5,51,0,0,0,2
"516","bdi",1984,0.84,5,54,0,0,0,2
"517","bdi",1985,0.84,4,59,0,0,0,2
"518","bdi",1986,0.84,5,62,0,0,0,2
"519","bdi",1987,0.84,7,66,0,0,0,3
"520","bdi",1988,0.84,5,65,0,0,0,3
"521","bdi",1989,0.84,5,77,0,0,0,3
"522","bdi",1990,0.84,4,79,0,0,0,4
"523","bdi",1991,1.67,4,90,0,0,0,4
"524","bdi",1992,1.67,5,82,0,0,0,4
"525","bdi",1993,1.67,5,87,0,0,0,5
"526","bdi",1994,1.67,5,89,0,0,0,4
"527","bdi",1995,1.67,5,86,0,0,0,5
"528","bdi",1996,1.67,5,85,0,0,0,5
"529","bdi",1997,1.67,5,81,0,0,0,5
"530","bdi",1998,1.67,5,78,0,0,0,5
"531","bdi",1999,2.51,2,79,0,0,0,5
"532","bdi",2000,2.51,2,80,0,0,0,6
"533","bdi",2001,4.19,3,56,0,0,0,5
"534","bdi",2002,2.51,3,58,0,0,0,3
"535","bdi",2003,2.51,2,43,0,0,0,3
"536","bdi",2004,3.35,2,52,0,0,0,5
"537","bdi",2005,0.84,2,40,0,0,0,6
"538","bdi",2006,0.84,4,48,0,0,0,6
"539","bdi",2007,1.67,3,45,0,0,0,5
"540","bdi",2008,1.67,4,49,0,0,0,5
"541","bdi",2009,0.84,4,48,0,0,0,5
"542","bel",1971,2056.29,11028,18218,2952,943,0,2585
"543","bel",1972,2262.25,11498,19505,3711,964,0,2862
"544","bel",1973,2495.01,12347,20096,4471,958,0,3117
"545","bel",1974,2385.33,13225,17406,5227,1016,0,2662
"546","bel",1975,1872.09,10502,16768,5091,936,0,2704
"547","bel",1976,1924.84,11262,17736,5435,1021,0,2615
"548","bel",1977,1704.64,10598,17494,5369,1056,0,2670
"549","bel",1978,1872.09,11913,18782,5323,1030,0,2704
"550","bel",1979,2201.13,12856,18521,5817,1048,0,2457
"551","bel",1980,1828.55,12869,17444,5565,1017,0,2444
"552","bel",1981,1738.13,12610,15166,5133,910,0,2811
"553","bel",1982,1754.04,12454,14505,4237,860,0,2547
"554","bel",1983,1945.77,9996,12492,4447,778,0,2491
"555","bel",1984,1915.63,11463,11919,4589,776,0,2503
"556","bel",1985,1975.07,11104,12049,4577,753,0,2497
"557","bel",1986,1975.07,9839,13750,3680,783,0,3004
"558","bel",1987,2080.57,9949,13276,4120,774,0,3403
"559","bel",1988,2123.27,9041,13383,4067,877,0,3815
"560","bel",1989,2078.05,10935,12936,4519,914,0,4039
"561","bel",1990,2111.54,11011,12524,5102,942,0,4417
"562","bel",1991,1042.38,10470,15162,5455,977,0,4482
"563","bel",1992,2182.71,9818,14621,5652,1098,0,4434
"564","bel",1993,2211.18,8646,14148,5875,1035,0,4467
"565","bel",1994,2304.95,9193,14520,6041,1144,0,4312
"566","bel",1995,2120.75,8814,14250,6627,1118,0,4188
"567","bel",1996,2843.3,8466,15707,7380,1069,0,4822
"568","bel",1997,3277.83,8183,15400,7036,1095,0,5556
"569","bel",1998,3319.7,8292,15467,7791,952,0,6055
"570","bel",1999,3528.17,7252,15020,8329,990,0,5105
"571","bel",2000,4065.69,8092,14140,8350,972,0,5970
"572","bel",2001,4151.09,7333,14759,8232,973,0,5571
"573","bel",2002,4056.48,6387,13632,8356,949,0,7082
"574","bel",2003,3601.85,5994,15436,8995,891,0,7334
"575","bel",2004,4879.49,5783,14551,9100,913,0,7999
"576","bel",2005,5326.58,5092,14272,9199,1033,0,7866
"577","bel",2006,5001.73,4836,13814,9370,1114,0,8337
"578","bel",2007,4891.21,4287,13234,9324,1115,0,9078
"579","bel",2008,5583.62,4361,13854,9268,1115,0,10203
"580","bel",2009,4864.42,3037,14659,9438,1115,0,7838
"581","ben",1971,0,0,80,0,0,0,4
"582","ben",1972,0,0,106,0,0,0,5
"583","ben",1973,0,0,104,0,0,0,3
"584","ben",1974,0,0,111,0,0,0,3
"585","ben",1975,0,0,121,0,0,0,3
"586","ben",1976,0,0,71,0,0,0,4
"587","ben",1977,0,0,81,0,0,0,8
"588","ben",1978,0,0,99,0,0,0,9
"589","ben",1979,0,0,100,0,0,0,9
"590","ben",1980,0,0,102,0,39,0,9
"591","ben",1981,0,0,77,0,40,0,15
"592","ben",1982,0,0,94,0,43,0,11
"593","ben",1983,0,0,85,0,41,0,14
"594","ben",1984,0,0,99,0,41,0,13
"595","ben",1985,0,0,162,0,41,0,15
"596","ben",1986,0,0,148,0,41,0,13
"597","ben",1987,0,0,106,0,41,0,13
"598","ben",1988,0,0,126,0,27,0,13
"599","ben",1989,0,0,141,0,34,0,13
"600","ben",1990,0,0,154,0,41,0,13
"601","ben",1991,0,0,182,0,44,0,15
"602","ben",1992,0,0,197,0,50,0,15
"603","ben",1993,0,0,240,0,69,0,16
"604","ben",1994,0,0,282,0,63,0,17
"605","ben",1995,0,0,283,0,79,0,17
"606","ben",1996,0,0,296,0,49,0,19
"607","ben",1997,0,0,305,0,27,0,15
"608","ben",1998,0,0,304,0,27,0,26
"609","ben",1999,0,0,399,0,27,0,26
"610","ben",2000,0,0,407,0,34,0,18
"611","ben",2001,0,0,440,0,34,0,17
"612","ben",2002,0,0,526,0,34,0,20
"613","ben",2003,0,0,599,0,34,0,21
"614","ben",2004,0,0,651,0,34,0,21
"615","ben",2005,0,0,620,0,34,0,9
"616","ben",2006,0,0,854,0,203,0,18
"617","ben",2007,0,0,1016,0,211,0,21
"618","ben",2008,0,0,1021,0,204,0,35
"619","ben",2009,0,0,1120,0,204,0,74
"620","bfa",1971,0,0,41,0,0,0,0
"621","bfa",1972,0,0,44,0,0,0,0
"622","bfa",1973,0,0,46,0,0,0,0
"623","bfa",1974,0,0,56,0,0,0,0
"624","bfa",1975,0,0,60,0,0,0,0
"625","bfa",1976,0,0,57,0,0,0,0
"626","bfa",1977,0,0,68,0,0,0,0
"627","bfa",1978,0,0,95,0,0,0,0
"628","bfa",1979,0,0,111,0,0,0,0
"629","bfa",1980,0,0,118,0,0,0,0
"630","bfa",1981,0,0,152,0,0,0,0
"631","bfa",1982,0,0,157,0,0,0,0
"632","bfa",1983,0,0,162,0,0,0,0
"633","bfa",1984,0,0,127,0,0,0,0
"634","bfa",1985,0,0,130,0,0,0,0
"635","bfa",1986,0,0,131,0,0,0,0
"636","bfa",1987,0,0,141,0,0,0,0
"637","bfa",1988,0,0,151,0,0,0,0
"638","bfa",1989,0,0,224,0,0,0,0
"639","bfa",1990,0,0,160,0,0,0,0
"640","bfa",1991,0,0,171,0,0,0,0
"641","bfa",1992,0,0,172,0,0,0,0
"642","bfa",1993,0,0,171,0,0,0,0
"643","bfa",1994,0,0,176,0,0,0,0
"644","bfa",1995,0,0,167,0,4,0,9
"645","bfa",1996,0,0,189,0,4,0,11
"646","bfa",1997,0,0,215,0,5,0,13
"647","bfa",1998,0,0,230,0,5,0,15
"648","bfa",1999,0,0,230,0,24,0,14
"649","bfa",2000,0,0,270,0,14,0,16
"650","bfa",2001,0,0,265,0,7,0,15
"651","bfa",2002,0,0,270,0,4,0,12
"652","bfa",2003,0,0,290,0,4,0,12
"653","bfa",2004,0,0,297,0,4,0,14
"654","bfa",2005,0,0,303,0,4,0,17
"655","bfa",2006,0,0,367,0,4,0,14
"656","bfa",2007,0,0,445,0,4,0,12
"657","bfa",2008,0,0,460,0,4,0,17
"658","bfa",2009,0,0,451,0,4,0,13
"659","bgd",1972,9.21,97,662,195,3,0,23
"660","bgd",1973,14.23,126,800,312,4,0,31
"661","bgd",1974,10.05,112,769,377,12,0,19
"662","bgd",1975,14.23,129,913,263,23,0,21
"663","bgd",1976,23.44,122,990,385,21,0,19
"664","bgd",1977,23.44,137,975,431,42,0,25
"665","bgd",1978,30.98,115,1023,457,46,0,33
"666","bgd",1979,30.98,98,1148,523,44,0,26
"667","bgd",1980,27.63,122,1311,605,46,0,51
"668","bgd",1981,31.82,127,1323,666,47,0,66
"669","bgd",1982,29.3,155,1283,864,44,0,39
"670","bgd",1983,25.12,83,1160,961,42,0,21
"671","bgd",1984,25.12,32,1200,1219,37,0,33
"672","bgd",1985,19.26,51,1320,1388,33,0,22
"673","bgd",1986,38.51,77,1444,1565,40,0,15
"674","bgd",1987,41.03,121,1454,1618,42,0,13
"675","bgd",1988,43.54,104,1638,1910,42,0,13
"676","bgd",1989,42.7,28,1574,2024,43,0,13
"677","bgd",1990,63.63,292,1830,2068,46,0,9
"678","bgd",1991,37.68,93,1745,2472,37,0,4
"679","bgd",1992,19.26,88,2093,2622,37,0,0
"680","bgd",1993,16.75,33,1841,2836,37,0,0
"681","bgd",1994,0,27,1977,3131,38,0,0
"682","bgd",1995,0,333,2296,3556,38,0,41
"683","bgd",1996,0,185,2596,3684,88,0,43
"684","bgd",1997,0,335,2743,3620,138,0,38
"685","bgd",1998,622.91,96,2381,3909,169,0,150
"686","bgd",1999,359.18,48,2287,4262,284,0,154
"687","bgd",2000,463,342,2163,4607,487,0,133
"688","bgd",2001,458.81,363,2647,5159,681,0,198
"689","bgd",2002,375.09,363,2720,5428,680,0,204
"690","bgd",2003,418.63,12,2712,5838,680,0,225
"691","bgd",2004,401.88,34,3836,6302,680,0,235
"692","bgd",2005,425.32,45,2773,6748,694,0,266
"693","bgd",2006,424.49,157,4573,7712,694,0,262
"694","bgd",2007,400.21,201,4094,8232,694,0,233
"695","bgd",2008,330.71,350,2839,8796,680,0,207
"696","bgd",2009,301.41,444,3223,9572,680,0,185
"697","bgr",1971,0,8772,8080,155,528,0,154
"698","bgr",1972,0,8954,8455,104,532,0,167
"699","bgr",1973,0,9153,8944,105,568,0,141
"700","bgr",1974,0,9044,9576,229,584,0,154
"701","bgr",1975,0,9388,9336,607,593,0,171
"702","bgr",1976,0,8656,9629,1062,593,0,205
"703","bgr",1977,0,8632,10096,1355,634,0,175
"704","bgr",1978,0,9250,10806,1445,700,0,171
"705","bgr",1979,0,9545,9760,1546,735,0,171
"706","bgr",1980,0,9982,8443,1978,729,0,180
"707","bgr",1981,0,10135,8881,2154,740,0,175
"708","bgr",1982,0,10674,10754,2388,763,0,188
"709","bgr",1983,0,10652,10713,2511,768,0,222
"710","bgr",1984,3.35,10685,9825,2536,778,0,223
"711","bgr",1985,6.7,11217,10038,2443,720,0,196
"712","bgr",1986,7.54,11191,10418,2575,775,0,245
"713","bgr",1987,4.19,11401,9899,2943,747,0,256
"714","bgr",1988,2.51,10346,9358,3347,753,0,259
"715","bgr",1989,3.35,10529,9442,3008,676,0,265
"716","bgr",1990,728.41,9799,7189,3033,641,0,204
"717","bgr",1991,327.36,8129,4818,2595,323,0,190
"718","bgr",1992,477.23,8252,4025,2285,290,0,235
"719","bgr",1993,555.93,8800,7357,2136,273,0,177
"720","bgr",1994,468.02,8037,4419,2104,260,0,227
"721","bgr",1995,551.75,8124,4836,2576,282,0,235
"722","bgr",1996,635.47,8183,4029,2921,291,0,204
"723","bgr",1997,586.91,8341,3198,2311,225,0,28
"724","bgr",1998,661.43,7843,3328,1954,237,0,77
"725","bgr",1999,552.59,6928,3108,1678,280,0,65
"726","bgr",2000,518.26,6864,2876,1831,300,0,121
"727","bgr",2001,555.1,7796,2878,1711,284,0,168
"728","bgr",2002,321.5,7123,3257,1502,291,0,193
"729","bgr",2003,429.51,7769,3284,1562,286,0,250
"730","bgr",2004,406.07,7698,3105,1557,400,0,226
"731","bgr",2005,448.77,7296,3526,1751,492,0,251
"732","bgr",2006,478.91,7352,3626,1812,557,0,240
"733","bgr",2007,483.09,8343,3579,1880,600,0,196
"734","bgr",2008,550.07,8058,3306,1820,667,0,280
"735","bgr",2009,315.64,6801,3161,1350,362,0,304
"736","bhr",1971,0,10,552,267,0,0,906
"737","bhr",1972,0,0,412,592,0,0,826
"738","bhr",1973,0,10,657,839,0,0,869
"739","bhr",1974,0,0,440,1035,0,0,657
"740","bhr",1975,0,0,480,1089,0,0,538
"741","bhr",1976,0,0,652,1141,0,0,526
"742","bhr",1977,0,0,798,1239,0,0,393
"743","bhr",1978,0,0,758,1361,0,0,251
"744","bhr",1979,0,22,725,1472,0,0,126
"745","bhr",1980,0,0,624,1527,0,0,159
"746","bhr",1981,0,0,784,1541,0,0,308
"747","bhr",1982,0,0,988,1695,0,0,144
"748","bhr",1983,0,0,454,1790,0,0,0
"749","bhr",1984,0,0,653,1858,0,0,0
"750","bhr",1985,0,0,531,2249,0,0,0
"751","bhr",1986,0,0,444,2559,0,0,0
"752","bhr",1987,0,0,665,2453,0,0,0
"753","bhr",1988,0,0,676,2619,21,0,0
"754","bhr",1989,0,0,450,2730,21,0,0
"755","bhr",1990,0,0,368,2853,20,0,0
"756","bhr",1991,0,0,404,2712,20,0,0
"757","bhr",1992,0,0,146,2712,30,0,0
"758","bhr",1993,0,0,684,3414,31,0,0
"759","bhr",1994,0,0,785,3344,31,0,0
"760","bhr",1995,0,0,781,3560,27,0,0
"761","bhr",1996,13.4,0,563,3672,26,0,287
"762","bhr",1997,10.88,0,744,3955,23,0,205
"763","bhr",1998,10.88,0,819,4169,31,0,296
"764","bhr",1999,9.21,0,573,4320,21,0,283
"765","bhr",2000,10.88,0,666,4406,12,0,303
"766","bhr",2001,10.88,0,524,3261,12,0,292
"767","bhr",2002,15.07,0,838,3434,9,0,353
"768","bhr",2003,28.47,0,932,3541,18,0,395
"769","bhr",2004,35.16,0,1038,3683,54,0,432
"770","bhr",2005,37.68,0,1283,3901,54,0,467
"771","bhr",2006,35.16,0,1129,4134,54,0,478
"772","bhr",2007,49.4,0,1504,4550,54,0,502
"773","bhr",2008,49.4,0,1690,4876,60,0,498
"774","bhr",2009,57.77,0,1565,4931,109,0,492
"775","bhs",1971,0,1,1722,0,113,0,472
"776","bhs",1972,0,0,1636,0,134,0,472
"777","bhs",1973,0,4,2013,0,130,0,586
"778","bhs",1974,0,3,1904,0,108,0,514
"779","bhs",1975,0,0,2199,0,52,0,456
"780","bhs",1976,0,0,1726,0,37,0,792
"781","bhs",1977,0,0,2640,0,10,0,711
"782","bhs",1978,0,0,1757,0,45,0,669
"783","bhs",1979,0,0,1829,0,61,0,562
"784","bhs",1980,0,0,2115,0,64,0,673
"785","bhs",1981,0,18,742,0,4,0,661
"786","bhs",1982,0,10,598,0,9,0,616
"787","bhs",1983,0,0,547,0,3,0,582
"788","bhs",1984,0,0,506,0,0,0,354
"789","bhs",1985,0,0,412,0,0,0,470
"790","bhs",1986,0,0,385,0,0,0,351
"791","bhs",1987,0,0,388,0,0,0,287
"792","bhs",1988,0,0,420,0,0,0,223
"793","bhs",1989,0,1,530,0,0,0,193
"794","bhs",1990,0,1,531,0,0,0,193
"795","bhs",1991,0,1,485,0,0,0,193
"796","bhs",1992,0,1,487,0,0,0,189
"797","bhs",1993,0,1,466,0,0,0,191
"798","bhs",1994,0,1,468,0,0,0,188
"799","bhs",1995,0,1,471,0,0,0,190
"800","bhs",1996,0,1,471,0,0,0,192
"801","bhs",1997,0,1,474,0,0,0,188
"802","bhs",1998,0,1,488,0,0,0,188
"803","bhs",1999,0,1,488,0,0,0,188
"804","bhs",2000,0,1,489,0,0,0,189
"805","bhs",2001,0,1,489,0,0,0,188
"806","bhs",2002,0,1,567,0,0,0,228
"807","bhs",2003,0,2,508,0,0,0,245
"808","bhs",2004,0,2,585,0,0,0,215
"809","bhs",2005,0,2,618,0,0,0,227
"810","bhs",2006,0,3,632,0,0,0,227
"811","bhs",2007,0,3,657,0,0,0,228
"812","bhs",2008,0,3,668,0,0,0,229
"813","bhs",2009,0,3,702,0,0,0,246
"814","bih",1971,0,432.202801771068,440.951950594969,29.5527156549521,18.8268156424581,0,0
"815","bih",1972,0,402.848515642012,395.030727519205,36.5035143769968,21.8435754189944,0,0
"816","bih",1973,0,402.948247078464,642.017924386203,39.1987220447284,24.2178770949721,0,0
"817","bih",1974,0,411.824344922697,623.284229552643,42.6977635782748,25.2513966480447,0,0
"818","bih",1975,0,443.007040720041,624.298689561681,43.1233226837061,26.8435754189944,0,0
"819","bih",1976,0,441.444581548958,671.978309986444,45.5348242811502,28.9385474860335,0,0
"820","bih",1977,0,413.187341220875,672.722247326405,49.8849840255591,30.4189944134078,0,0
"821","bih",1978,0,426.385134644698,826.108600692875,55.6536741214057,33.0446927374302,0,0
"822","bih",1979,0,446.86332292952,928.095646934779,66.3872204472843,34.4972067039106,0,0
"823","bih",1980,0,432.169557958917,894.145051965657,83.9769968051118,35.391061452514,0,0
"824","bih",1981,0,596.460477607607,714.179846362404,95.4198083067093,37.1508379888268,0,0
"825","bih",1982,0,508.39761922044,708.972284982678,102.134185303514,36.927374301676,0,0
"826","bih",1983,0,579.107207664949,712.353818346136,106.720766773163,36.4245810055866,0,0
"827","bih",1984,0,635.089787326704,690.847266154541,125.350798722045,35.391061452514,0,0
"828","bih",1985,0,654.637148871307,694.228799518,128.376996805112,34.3016759776536,0,0
"829","bih",1986,0,666.505189809102,763.076818798012,133.956549520767,34.6648044692737,0,0
"830","bih",1987,0,648.354068374828,761.453682783552,151.026198083067,34.0502793296089,0,0
"831","bih",1988,0,655.700950860129,828.543304714565,152.633865814696,33.5754189944134,0,0
"832","bih",1989,0,664.045147709951,795.336647085404,161.807028753994,32.5139664804469,0,0
"833","bih",1990,0,647.290266386006,851.672992920621,148.898402555911,30.195530726257,0,0
"834","bih",1991,0,362.889453436888,751.241452025908,124.405111821086,28.4916201117318,0,0
"835","bih",1992,0,458,449,148,20,0,0
"836","bih",1993,0,343,392,136,20,0,0
"837","bih",1994,0,321,470,167,33,0,0
"838","bih",1995,0,376,483,77,31,0,0
"839","bih",1996,0,817,498,129,20,0,0
"840","bih",1997,0,2791,513,77,27,0,0
"841","bih",1998,0,3675,621,88,41,0,0
"842","bih",1999,0,4373,615,90,41,0,0
"843","bih",2000,51.91,5222,909,125,85,0,0
"844","bih",2001,47.72,4581,893,82,96,0,0
"845","bih",2002,57.77,5203,852,77,124,0,0
"846","bih",2003,66.98,5338,784,101,121,0,0
"847","bih",2004,69.49,5482,934,159,142,0,0
"848","bih",2005,77.86,5802,860,189,140,0,0
"849","bih",2006,82.89,6212,918,199,167,0,0
"850","bih",2007,87.91,6557,963,210,174,0,0
"851","bih",2008,92.93,7100,1001,219,191,0,0
"852","bih",2009,158.24,6982,964,116,146,0,0
"853","blr",1971,0,2320.142381368,10848.7346623609,2534.72156925361,302.256546355272,0,0
"854","blr",1972,0,2391.4240893013,11782.8533944325,2666.18895975446,314.218329794763,0,0
"855","blr",1973,0,2417.14022233451,12664.6692742066,2818.95356284318,329.87940552017,0,0
"856","blr",1974,0,2423.55691579769,13574.2376878529,2988.90229125456,346.891719745223,0,0
"857","blr",1975,0,2497.68735357619,14354.2323982031,3262.56137954281,367.714083510262,0,0
"858","blr",1976,0,2566.24020395976,14709.4926771185,3589.4130319723,374.293064401982,0,0
"859","blr",1977,0,2608.99935688364,15238.7864042288,3851.01042877123,382.777070063694,0,0
"860","blr",1978,0,2595.10122192108,16348.9805769543,4040.86851823926,382.4669497523,0,0
"861","blr",1979,0,2600.19226882264,16434.8834869833,4302.86965366545,370.615923566879,0,0
"862","blr",1980,0,2740.33003353392,16827.0852658356,4491.74363022954,376.729723991507,0,0
"863","blr",1981,0,2487.80846616749,17032.8624149813,4823.08687488727,383.109341825902,0,0
"864","blr",1982,0,2523.24130644494,17118.9509606884,5107.67213977569,372.609554140127,0,0
"865","blr",1983,0,2507.74957508383,17128.7432427069,5488.87710489978,386.077636234961,0,0
"866","blr",1984,0,2495.65657586476,16756.5901170867,5948.78586867495,392.058527954706,0,0
"867","blr",1985,0,2843.75867058661,16918.835699724,6532.18818506264,393.808492569002,0,0
"868","blr",1986,0,2924.41157150076,16936.5174980606,6310.00577174977,407.055060155697,0,0
"869","blr",1987,0,2932.47827185447,17177.8902884772,7272.67006111786,413.944161358811,0,0
"870","blr",1988,0,2967.07905737517,17157.0990925328,7769.72277860077,420.257324840764,0,0
"871","blr",1989,0,2820.47524002021,16967.5650652186,7804.69663718698,423.070559094126,0,0
"872","blr",1990,0,2376.49646286003,16454.4680510202,8032.8089615877,412.725831564048,0,0
"873","blr",1991,0,2120.49859892508,16407.5022244673,8076.51366798837,382.599858457183,0,0
"874","blr",1992,3020.8,2149,12862,8534,313,0,0
"875","blr",1993,1736.46,1864,10258,7923,258,0,0
"876","blr",1994,1606.68,1617,8553,7603,202,0,0
"877","blr",1995,843.11,1443,8152,7177,168,0,0
"878","blr",1996,1522.12,1374,7266,7564,200,0,0
"879","blr",1997,1280.99,1129,6242,8606,255,0,0
"880","blr",1998,1135.31,1108,5881,8441,277,0,0
"881","blr",1999,1113.54,882,5329,8725,286,0,0
"882","blr",2000,1882.14,955,4469,8906,251,0,0
"883","blr",2001,1975.91,799,4272,9027,245,0,0
"884","blr",2002,2361.88,715,4087,9191,295,0,0
"885","blr",2003,2646.55,690,4057,9566,336,0,0
"886","blr",2004,2353.51,595,4486,10375,371,0,0
"887","blr",2005,1854.51,591,4508,10582,426,0,0
"888","blr",2006,2398.72,561,5050,10775,475,0,0
"889","blr",2007,2229.6,535,4545,10838,520,0,0
"890","blr",2008,1661.1,476,5029,11051,574,0,0
"891","blr",2009,1615.06,463,6210,9177,592,0,0
"892","blz",1971,0,0,39,0,0,0,3
"893","blz",1972,0,0,43,0,0,0,5
"894","blz",1973,0,0,40,0,0,0,7
"895","blz",1974,0,0,42,0,0,0,7
"896","blz",1975,0,0,48,0,0,0,6
"897","blz",1976,0,0,48,0,0,0,6
"898","blz",1977,0,0,54,0,0,0,8
"899","blz",1978,0,0,59,0,0,0,10
"900","blz",1979,0,0,57,0,0,0,9
"901","blz",1980,0,0,52,0,0,0,9
"902","blz",1981,0,0,50,0,0,0,8
"903","blz",1982,0,0,47,0,0,0,8
"904","blz",1983,0,0,47,0,0,0,9
"905","blz",1984,0,0,47,0,0,0,9
"906","blz",1985,0.84,0,52,0,0,0,2
"907","blz",1986,2.51,0,56,0,0,0,2
"908","blz",1987,0.84,0,62,0,0,0,4
"909","blz",1988,0.84,0,68,0,0,0,12
"910","blz",1989,1.67,0,82,0,0,0,14
"911","blz",1990,0.84,0,85,0,0,0,10
"912","blz",1991,1.67,0,98,0,0,0,13
"913","blz",1992,2.51,0,97,0,0,0,13
"914","blz",1993,2.51,0,103,0,0,0,9
"915","blz",1994,2.51,0,102,0,0,0,11
"916","blz",1995,1.67,0,103,0,0,0,8
"917","blz",1996,3.35,0,84,0,0,0,9
"918","blz",1997,1.67,0,106,0,0,0,12
"919","blz",1998,2.51,0,101,0,0,0,19
"920","blz",1999,4.19,0,164,0,0,0,18
"921","blz",2000,2.51,0,188,0,0,0,34
"922","blz",2001,4.19,0,194,0,0,0,24
"923","blz",2002,0.84,0,98,0,0,0,15
"924","blz",2003,0.84,0,102,0,0,0,17
"925","blz",2004,1.67,0,104,0,0,0,18
"926","blz",2005,1.67,0,108,0,0,0,19
"927","blz",2006,1.67,0,111,0,0,0,19
"928","blz",2007,1.67,0,116,0,0,0,14
"929","blz",2008,2.51,0,111,0,0,0,15
"930","blz",2009,2.51,0,113,0,0,0,15
"931","bmu",1971,0,0,63,0,0,0,200
"932","bmu",1972,0,0,69,0,0,0,112
"933","bmu",1973,0,0,116,0,0,0,55
"934","bmu",1974,0,0,121,0,0,0,30
"935","bmu",1975,0,1,124,0,0,0,36
"936","bmu",1976,0,0,128,0,0,0,35
"937","bmu",1977,0,0,124,0,0,0,39
"938","bmu",1978,0,0,116,0,0,0,47
"939","bmu",1979,0,0,126,0,0,0,47
"940","bmu",1980,0,0,119,0,0,0,38
"941","bmu",1981,0,0,106,0,0,0,32
"942","bmu",1982,0,0,108,0,0,0,28
"943","bmu",1983,0,0,123,0,0,0,30
"944","bmu",1984,0,0,121,0,0,0,26
"945","bmu",1985,0,0,123,0,0,0,22
"946","bmu",1986,0,0,116,0,0,0,21
"947","bmu",1987,0,0,157,0,0,0,33
"948","bmu",1988,0,0,177,0,0,0,32
"949","bmu",1989,0,0,214,0,0,0,26
"950","bmu",1990,0,0,163,0,0,0,15
"951","bmu",1991,0,0,139,0,0,0,15
"952","bmu",1992,0,0,111,0,0,0,13
"953","bmu",1993,0,0,131,0,0,0,13
"954","bmu",1994,0,0,129,0,0,0,13
"955","bmu",1995,0,0,127,0,0,0,14
"956","bmu",1996,0,0,130,0,0,0,14
"957","bmu",1997,0,0,130,0,0,0,14
"958","bmu",1998,2.51,0,126,0,0,0,14
"959","bmu",1999,2.51,0,135,0,0,0,16
"960","bmu",2000,2.51,0,135,0,0,0,16
"961","bmu",2001,2.51,0,135,0,0,0,16
"962","bmu",2002,3.35,0,143,0,0,0,18
"963","bmu",2003,3.35,0,139,0,0,0,16
"964","bmu",2004,3.35,0,183,0,0,0,17
"965","bmu",2005,0,0,121,0,0,0,27
"966","bmu",2006,0,0,142,0,0,0,32
"967","bmu",2007,0,0,141,0,0,0,46
"968","bmu",2008,0,0,106,0,0,0,58
"969","bmu",2009,0,0,127,0,0,0,58
"970","bol",1971,0,1,510,19,17,289,6
"971","bol",1972,0,0,559,27,20,368,6
"972","bol",1973,0,0,595,32,23,293,5
"973","bol",1974,0,0,646,78,28,207,5
"974","bol",1975,0,1,783,68,36,220,5
"975","bol",1976,12.56,0,862,83,30,275,5
"976","bol",1977,13.4,0,904,92,36,190,5
"977","bol",1978,11.72,0,902,176,35,258,6
"978","bol",1979,87.07,1,921,185,34,150,5
"979","bol",1980,72.84,1,949,182,40,102,5
"980","bol",1981,97.12,1,973,184,51,98,5
"981","bol",1982,103.82,1,877,182,44,83,4
"982","bol",1983,85.4,1,864,165,45,95,4
"983","bol",1984,82.89,0,841,127,39,94,4
"984","bol",1985,99.63,0,853,115,52,105,4
"985","bol",1986,85.4,0,785,126,40,79,5
"986","bol",1987,94.61,0,802,165,54,78,0
"987","bol",1988,122.24,0,805,162,62,146,0
"988","bol",1989,123.91,0,834,236,69,223,0
"989","bol",1990,20.09,0,960,253,76,211,0
"990","bol",1991,15.07,0,983,262,81,250,0
"991","bol",1992,18.42,0,1070,355,82,306,0
"992","bol",1993,14.23,0,1212,366,89,524,0
"993","bol",1994,15.91,0,1209,606,104,509,0
"994","bol",1995,17.58,0,1231,694,121,525,0
"995","bol",1996,359.18,0,1079,878,127,298,0
