"","iso","year","liquids.sequestration","solids","liquids","gas","cement","gas.flaring","liquids.shipping"
"2015","dji",2009,4.19,0,145,0,0,0,172
"2016","dma",1971,0,0,7,0,0,0,0
"2017","dma",1972,0,0,7,0,0,0,0
"2018","dma",1973,0,0,7,0,0,0,0
"2019","dma",1974,0,0,8,0,0,0,0
"2020","dma",1975,0,0,8,0,0,0,0
"2021","dma",1976,0,0,8,0,0,0,0
"2022","dma",1977,0,0,7,0,0,0,0
"2023","dma",1978,0,0,7,0,0,0,0
"2024","dma",1979,0,0,9,0,0,0,0
"2025","dma",1980,0,0,10,0,0,0,0
"2026","dma",1981,0,0,10,0,0,0,0
"2027","dma",1982,0,0,11,0,0,0,0
"2028","dma",1983,0,0,11,0,0,0,0
"2029","dma",1984,0,0,12,0,0,0,0
"2030","dma",1985,0,0,13,0,0,0,0
"2031","dma",1986,0,0,13,0,0,0,0
"2032","dma",1987,0,0,13,0,0,0,0
"2033","dma",1988,0,0,15,0,0,0,0
"2034","dma",1989,0,0,16,0,0,0,0
"2035","dma",1990,0,0,16,0,0,0,0
"2036","dma",1991,0,0,16,0,0,0,0
"2037","dma",1992,0,0,16,0,0,0,0
"2038","dma",1993,0,0,17,0,0,0,0
"2039","dma",1994,0,0,19,0,0,0,0
"2040","dma",1995,0,0,22,0,0,0,0
"2041","dma",1996,0,0,20,0,0,0,0
"2042","dma",1997,0,0,22,0,0,0,0
"2043","dma",1998,0,0,21,0,0,0,0
"2044","dma",1999,0,0,22,0,0,0,0
"2045","dma",2000,0,0,28,0,0,0,0
"2046","dma",2001,0,0,31,0,0,0,0
"2047","dma",2002,0,0,28,0,0,0,0
"2048","dma",2003,0,0,31,0,0,0,0
"2049","dma",2004,0,0,30,0,0,0,0
"2050","dma",2005,0,0,31,0,0,0,0
"2051","dma",2006,0,0,30,0,0,0,0
"2052","dma",2007,0,0,41,0,0,0,0
"2053","dma",2008,0,0,35,0,0,0,0
"2054","dma",2009,0,0,35,0,0,0,0
"2055","dnk",1971,424.49,1566,13623,0,372,0,1121
"2056","dnk",1972,416.11,1454,14408,0,391,0,1219
"2057","dnk",1973,608.68,2475,13275,0,393,0,1215
"2058","dnk",1974,551.75,2233,12433,0,339,0,839
"2059","dnk",1975,468.02,2956,11913,0,304,0,900
"2060","dnk",1976,389.32,3340,12696,0,320,0,901
"2061","dnk",1977,442.91,3747,12705,0,314,0,875
"2062","dnk",1978,400.21,3513,12705,0,357,0,935
"2063","dnk",1979,386.81,4446,12313,0,328,0,879
"2064","dnk",1980,391.83,6009,10151,0,261,0,816
"2065","dnk",1981,382.62,4937,8907,0,218,0,824
"2066","dnk",1982,463,6022,8316,0,241,0,839
"2067","dnk",1983,519.1,5449,7944,8,225,0,801
"2068","dnk",1984,533.33,5831,7680,59,227,0,836
"2069","dnk",1985,516.58,7642,8069,351,237,0,810
"2070","dnk",1986,550.07,7372,7737,581,276,6,864
"2071","dnk",1987,482.26,7497,7349,738,257,6,1106
"2072","dnk",1988,417.79,7087,6773,865,229,6,1318
"2073","dnk",1989,401.88,5594,6386,986,273,64,1313
"2074","dnk",1990,273.78,6284,5941,1050,226,66,1432
"2075","dnk",1991,270.43,8609,6539,1141,274,129,1200
"2076","dnk",1992,268.76,7006,6196,1197,282,133,1253
"2077","dnk",1993,275.46,7545,6252,1366,309,115,1628
"2078","dnk",1994,262.9,8059,6612,1535,330,114,1815
"2079","dnk",1995,277.97,6488,6317,1792,351,88,1890
"2080","dnk",1996,276.29,9429,6582,2237,358,101,1845
"2081","dnk",1997,288.01,6674,5925,2456,365,138,1749
"2082","dnk",1998,256.2,6002,6141,2668,344,134,1794
"2083","dnk",1999,272.11,4854,5847,2805,262,121,1759
"2084","dnk",2000,261.22,4147,5574,2779,273,115,1810
"2085","dnk",2001,231.08,4356,5779,2892,278,67,1640
"2086","dnk",2002,232.76,4396,5739,2890,276,133,1377
"2087","dnk",2003,240.29,5864,6018,2911,266,140,1442
"2088","dnk",2004,267.08,4482,5976,2894,292,154,1334
"2089","dnk",2005,250.34,3872,5827,2748,288,109,1383
"2090","dnk",2006,253.69,5719,5941,2833,288,107,1602
"2091","dnk",2007,269.59,4786,5900,2537,286,91,1664
"2092","dnk",2008,229.41,4062,5805,2547,286,76,1532
"2093","dnk",2009,219.36,4155,5547,2438,272,50,1089
"2094","dom",1971,0,1,879,0,81,0,2
"2095","dom",1972,0,1,1182,0,92,0,2
"2096","dom",1973,0,1,1547,0,79,0,2
"2097","dom",1974,0,1,1667,0,82,0,2
"2098","dom",1975,0,1,1649,0,80,0,1
"2099","dom",1976,0,1,1638,0,89,0,1
"2100","dom",1977,0,1,1413,0,117,0,1
"2101","dom",1978,0,0,1368,0,118,0,1
"2102","dom",1979,0,0,1736,0,121,0,2
"2103","dom",1980,0,0,1623,0,138,0,1
"2104","dom",1981,0,0,1553,0,129,0,0
"2105","dom",1982,0,0,1600,0,129,0,0
"2106","dom",1983,0,0,2008,0,150,0,0
"2107","dom",1984,0,0,1875,0,155,0,0
"2108","dom",1985,0,0,1852,0,137,0,0
"2109","dom",1986,0,20,2065,0,145,0,0
"2110","dom",1987,15.07,168,2344,0,148,0,0
"2111","dom",1988,16.75,70,2409,0,203,0,0
"2112","dom",1989,15.91,190,2419,0,218,0,0
"2113","dom",1990,15.91,7,2459,0,144,0,0
"2114","dom",1991,15.91,41,2554,0,168,0,0
"2115","dom",1992,15.91,101,2770,0,186,0,0
"2116","dom",1993,15.91,87,2997,0,173,0,0
"2117","dom",1994,13.4,75,3208,0,174,0,0
"2118","dom",1995,12.56,80,4113,0,198,0,0
"2119","dom",1996,0,93,4469,0,223,0,0
"2120","dom",1997,0,101,4623,0,250,0,53
"2121","dom",1998,0,196,4643,0,256,0,55
"2122","dom",1999,0,169,4667,0,310,0,57
"2123","dom",2000,0,67,5078,0,341,0,59
"2124","dom",2001,0,147,4998,0,373,0,63
"2125","dom",2002,0,169,5280,0,415,0,67
"2126","dom",2003,0,765,4653,155,395,0,76
"2127","dom",2004,0,563,4134,65,361,0,84
"2128","dom",2005,0,345,4498,129,378,0,81
"2129","dom",2006,0,579,4474,161,514,0,82
"2130","dom",2007,0,596,4417,292,558,0,80
"2131","dom",2008,0,622,4346,242,544,0,80
"2132","dom",2009,0,610,4250,277,408,0,80
"2133","dza",1971,56.93,246,2079,184,131,2451,145
"2134","dza",1972,70.33,177,1981,856,126,4591,128
"2135","dza",1973,113.87,224,2559,859,137,6669,160
"2136","dza",1974,109.68,191,2622,669,128,5091,165
"2137","dza",1975,146.52,216,3082,1217,129,4092,157
"2138","dza",1976,155.73,160,3012,1655,190,5666,290
"2139","dza",1977,125.59,165,3785,984,242,6248,310
"2140","dza",1978,217.69,156,3593,6511,367,6425,380
"2141","dza",1979,216.85,244,4192,2229,513,5263,445
"2142","dza",1980,143.17,439,5082,6954,565,5100,581
"2143","dza",1981,219.36,521,4955,3047,607,3533,649
"2144","dza",1982,0,539,5088,1957,598,2527,646
"2145","dza",1983,0,859,6010,4533,654,2294,647
"2146","dza",1984,0,1099,6214,8327,753,2997,581
"2147","dza",1985,0,840,6142,7560,829,4478,403
"2148","dza",1986,0,744,6212,9030,878,3937,390
"2149","dza",1987,0,810,6848,10949,1026,3307,381
"2150","dza",1988,0,812,7447,10637,979,3019,291
"2151","dza",1989,0,815,6865,10009,927,3213,291
"2152","dza",1990,0,825,6835,10619,862,2373,286
"2153","dza",1991,0,829,7675,10488,859,2362,308
"2154","dza",1992,0,768,8287,8715,870,3793,274
"2155","dza",1993,452.95,597,7640,9852,870,3532,422
"2156","dza",1994,380.95,606,8311,10204,824,3604,477
"2157","dza",1995,389.32,363,7391,12888,928,4252,534
"2158","dza",1996,349.97,239,7480,13801,884,3930,508
"2159","dza",1997,231.92,392,8411,10646,965,3637,227
"2160","dza",1998,308.95,598,9031,14913,1020,3639,435
"2161","dza",1999,315.64,613,6056,13898,1020,3535,434
"2162","dza",2000,299.74,556,8424,10838,1129,3032,416
"2163","dza",2001,323.18,592,7767,11198,1129,2301,422
"2164","dza",2002,397.69,739,8282,12187,1224,2345,586
"2165","dza",2003,411.93,787,8953,12016,1224,2254,510
"2166","dza",2004,407.74,542,9208,11247,1496,1912,466
"2167","dza",2005,463,666,8413,16706,1741,1688,547
"2168","dza",2006,519.93,759,9797,14955,1999,1753,580
"2169","dza",2007,684.03,859,11330,13942,2160,2454,603
"2170","dza",2008,782.83,793,11299,13295,2366,2600,617
"2171","dza",2009,774.46,426,12812,14507,2448,2889,630
"2172","ecu",1971,0,0,1001,9,50,93,77
"2173","ecu",1972,0,0,1090,11,66,86,62
"2174","ecu",1973,0,0,1168,18,66,183,86
"2175","ecu",1974,0,0,1386,18,79,177,90
"2176","ecu",1975,0,0,1745,20,81,162,98
"2177","ecu",1976,0,0,1937,20,83,173,81
"2178","ecu",1977,92.93,0,1738,26,85,192,98
"2179","ecu",1978,94.61,0,2508,26,113,197,110
"2180","ecu",1979,112.19,0,2901,23,149,245,107
"2181","ecu",1980,94.61,0,3237,20,189,220,108
"2182","ecu",1981,89.59,0,4139,36,168,209,71
"2183","ecu",1982,96.28,0,4801,47,216,196,62
"2184","ecu",1983,80.38,0,4890,55,193,194,33
"2185","ecu",1984,106.33,0,5286,53,236,222,62
"2186","ecu",1985,53.58,0,4695,51,267,286,56
"2187","ecu",1986,59.44,0,3490,52,274,349,60
"2188","ecu",1987,55.26,0,3628,26,292,176,118
"2189","ecu",1988,72.84,0,3988,52,299,371,133
"2190","ecu",1989,53.58,0,4665,99,306,457,181
"2191","ecu",1990,47.72,0,3690,139,306,456,177
"2192","ecu",1991,30.98,0,3640,164,313,380,186
"2193","ecu",1992,26.79,0,5283,127,306,366,198
"2194","ecu",1993,97.12,0,5759,146,285,406,198
"2195","ecu",1994,118.05,0,2902,132,294,391,211
"2196","ecu",1995,114.7,0,5332,127,356,405,216
"2197","ecu",1996,196.75,0,5612,135,412,356,191
"2198","ecu",1997,167.45,0,4139,123,394,327,130
"2199","ecu",1998,237.78,0,5199,126,354,383,328
"2200","ecu",1999,259.55,0,4982,118,313,388,218
"2201","ecu",2000,310.62,0,4789,129,381,412,263
"2202","ecu",2001,390.16,0,5452,131,397,414,221
"2203","ecu",2002,520.77,0,5724,130,408,471,304
"2204","ecu",2003,578.54,0,6122,254,422,436,346
"2205","ecu",2004,602.82,0,6623,310,472,409,425
"2206","ecu",2005,581.89,0,6834,244,502,409,451
"2207","ecu",2006,553.42,0,6777,398,559,404,486
"2208","ecu",2007,393.51,0,7012,409,601,404,820
"2209","ecu",2008,572.68,0,6686,254,747,404,1192
"2210","ecu",2009,672.31,0,6962,268,680,299,1375
"2211","egy",1971,0,250,5049,44,533,410,72
"2212","egy",1972,0,256,5815,37,520,330,94
"2213","egy",1973,0,245,5302,46,492,404,201
"2214","egy",1974,0,421,5531,22,444,705,247
"2215","egy",1975,0,972,6310,24,487,688,372
"2216","egy",1976,162.43,623,7334,199,457,793,547
"2217","egy",1977,199.27,693,8071,572,443,547,560
"2218","egy",1978,229.41,543,8496,840,408,434,688
"2219","egy",1979,254.52,496,9036,1509,402,269,812
"2220","egy",1980,298.06,496,10563,840,412,26,1017
"2221","egy",1981,364.2,790,11626,999,476,11,1245
"2222","egy",1982,349.13,879,12829,1114,579,13,1530
"2223","egy",1983,517.42,616,13059,1146,748,0,1548
"2224","egy",1984,689.06,616,14448,1460,884,0,899
"2225","egy",1985,735.94,621,14155,1878,782,0,974
"2226","egy",1986,780.32,754,16350,2195,1035,0,1035
"2227","egy",1987,745.99,798,15689,2725,1189,0,1030
"2228","egy",1988,1218.2,705,15144,3145,1331,0,1043
"2229","egy",1989,1245.83,773,13855,3360,1697,0,1283
"2230","egy",1990,1190.57,917,14323,3552,1918,0,1411
"2231","egy",1991,1054.1,736,14428,4068,2234,0,1163
"2232","egy",1992,961.16,707,14743,4399,2312,0,1154
"2233","egy",1993,972.05,932,17244,5052,2176,0,1484
"2234","egy",1994,909.25,1008,14566,5502,2190,0,2389
"2235","egy",1995,1186.38,669,15933,7099,2402,0,2352
"2236","egy",1996,1226.57,936,16783,7562,2543,0,2630
"2237","egy",1997,1191.41,778,19209,6840,2679,0,2901
"2238","egy",1998,1110.19,762,22542,7176,2856,0,2161
"2239","egy",1999,1265.92,684,21708,8631,3171,0,2605
"2240","egy",2000,1273.46,858,23286,11113,3283,0,2768
"2241","egy",2001,1384.81,750,18131,11834,3495,0,2682
"2242","egy",2002,1484.44,807,15593,14457,3829,0,2087
"2243","egy",2003,1655.24,836,22980,15888,3623,0,2977
"2244","egy",2004,1763.25,871,23281,15727,3912,0,2176
"2245","egy",2005,1790.04,837,24317,18057,4414,0,1854
"2246","egy",2006,1642.68,807,26037,19366,4923,0,1595
"2247","egy",2007,1687.9,805,28091,20211,5222,0,1678
"2248","egy",2008,1602.5,787,29438,21690,5440,0,1161
"2249","egy",2009,1531.33,770,29461,22386,6324,0,1076
"2250","eri",1994,2.51,0,44,0,6,0,0
"2251","eri",1995,3.35,0,74,0,7,0,0
"2252","eri",1996,3.35,0,89,0,6,0,0
"2253","eri",1997,3.35,0,136,0,8,0,1
"2254","eri",1998,5.02,0,155,0,6,0,6
"2255","eri",1999,5.02,0,163,0,6,0,7
"2256","eri",2000,4.19,0,160,0,6,0,8
"2257","eri",2001,6.7,0,166,0,6,0,16
"2258","eri",2002,5.86,0,159,0,6,0,7
"2259","eri",2003,5.86,0,192,0,6,0,9
"2260","eri",2004,11.72,0,204,0,6,0,9
"2261","eri",2005,14.23,0,203,0,6,0,8
"2262","eri",2006,4.19,0,147,0,6,0,6
"2263","eri",2007,5.86,0,152,0,6,0,4
"2264","eri",2008,2.51,0,107,0,6,0,3
"2265","eri",2009,1.67,0,134,0,6,0,1
"2266","esh",1971,0,0,21,0,0,0,2
"2267","esh",1972,0,0,23,0,0,0,2
"2268","esh",1973,0,0,25,0,0,0,3
"2269","esh",1974,0,0,44,0,0,0,3
"2270","esh",1975,0,0,54,0,0,0,3
"2271","esh",1976,0,0,32,0,0,0,3
"2272","esh",1977,0,0,45,0,0,0,3
"2273","esh",1978,0,0,47,0,0,0,3
"2274","esh",1979,0,0,49,0,0,0,3
"2275","esh",1980,0,0,44,0,0,0,3
"2276","esh",1981,0,0,44,0,0,0,3
"2277","esh",1982,0,0,49,0,0,0,3
"2278","esh",1983,0,0,47,0,0,0,3
"2279","esh",1984,0,0,49,0,0,0,3
"2280","esh",1985,0,0,47,0,0,0,3
"2281","esh",1986,0,0,49,0,0,0,3
"2282","esh",1987,0,0,50,0,0,0,3
"2283","esh",1988,0,0,49,0,0,0,3
"2284","esh",1989,0,0,51,0,0,0,3
"2285","esh",1990,0,0,54,0,0,0,3
"2286","esh",1991,0,0,54,0,0,0,3
"2287","esh",1992,0,0,54,0,0,0,3
"2288","esh",1993,0,0,55,0,0,0,3
"2289","esh",1994,0,0,55,0,0,0,3
"2290","esh",1995,0,0,57,0,0,0,3
"2291","esh",1996,0,0,58,0,0,0,3
"2292","esh",1997,0,0,60,0,0,0,3
"2293","esh",1998,0,0,61,0,0,0,4
"2294","esh",1999,0,0,64,0,0,0,5
"2295","esh",2000,0,0,65,0,0,0,5
"2296","esh",2001,0,0,65,0,0,0,5
"2297","esh",2002,0,0,65,0,0,0,5
"2298","esh",2003,0,0,65,0,0,0,5
"2299","esh",2004,0,0,65,0,0,0,5
"2300","esh",2005,0,0,65,0,0,0,5
"2301","esh",2006,0,0,65,0,0,0,5
"2302","esh",2007,0,0,65,0,0,0,5
"2303","esh",2008,0,0,65,0,0,0,5
"2304","esh",2009,0,0,65,0,0,0,5
"2305","esp",1971,431.18,9588,22947,223,2334,0,2337
"2306","esp",1972,435.37,9876,26568,444,2662,0,2586
"2307","esp",1973,460.49,9585,29153,589,3042,0,2521
"2308","esp",1974,460.49,10030,33600,565,3024,0,2542
"2309","esp",1975,435.37,11228,34336,693,3277,0,1747
"2310","esp",1976,431.18,11085,38700,904,3427,0,1821
"2311","esp",1977,489.79,12106,36608,837,3807,0,1818
"2312","esp",1978,485.61,9888,39831,843,4112,0,1705
"2313","esp",1979,485.61,11505,39305,957,3796,0,2382
"2314","esp",1980,502.35,13442,40293,1088,3809,0,2132
"2315","esp",1981,1535.52,15492,35924,1203,3910,0,1979
"2316","esp",1982,1515.42,18094,33820,1307,4021,0,2307
"2317","esp",1983,3585.1,18927,31399,1375,4167,0,2544
"2318","esp",1984,1746.5,18973,30517,1306,3459,0,2752
"2319","esp",1985,1605.85,20471,29645,1469,3291,0,3119
"2320","esp",1986,4211.37,20044,27216,1371,3269,42,3409
"2321","esp",1987,4132.67,19192,28196,1497,3130,38,4100
"2322","esp",1988,4694.46,16646,32087,2049,3455,39,3627
"2323","esp",1989,2221.22,20585,34702,2763,3723,40,3722
"2324","esp",1990,4620.78,20132,32592,3104,3822,34,4110
"2325","esp",1991,4775.67,20857,33788,3497,3416,34,4482
"2326","esp",1992,4724.6,21354,35435,3657,3348,34,4732
"2327","esp",1993,4250.72,19197,33930,3587,3111,8,4381
"2328","esp",1994,4741.35,19684,36654,3933,3420,1,4300
"2329","esp",1995,6315.38,19792,37709,4823,3594,3,4466
"2330","esp",1996,5300.63,16872,37962,5398,3421,3,5843
"2331","esp",1997,6436.78,19027,38917,7063,3758,2,6938
"2332","esp",1998,7441.48,18326,41252,7251,4499,2,7318
"2333","esp",1999,7143.42,20490,43348,8300,4866,3,7258
"2334","esp",2000,7549.48,21729,43869,9506,5189,0,7534
"2335","esp",2001,7760.47,19904,45562,10243,5510,0,8209
"2336","esp",2002,7658.33,22469,45821,11712,5769,0,8246
"2337","esp",2003,7572.93,20802,47339,13337,6086,0,8467
"2338","esp",2004,7174.4,21744,48895,15722,6201,0,8914
"2339","esp",2005,6835.31,21299,49605,18640,6847,0,9541
"2340","esp",2006,6510.46,19104,49497,19508,7348,0,9957
"2341","esp",2007,6431.75,20599,49800,19851,7442,0,10265
"2342","esp",2008,6286.07,14669,47601,21804,5724,0,10544
"2343","esp",2009,5873.31,10945,44143,19501,4013,0,10298
"2344","est",1971,0,5064.58255514067,926.13206805102,122.072951132321,79.1854210898797,0,46.3089754761608
"2345","est",1972,0,5220.18166724635,1005.87568240452,128.404460095979,82.3191790516631,0,47.8961782646583
"2346","est",1973,0,5276.31679058688,1081.15431994083,135.761649206532,86.4220806794055,0,55.8882111290925
"2347","est",1974,0,5290.3236351824,1158.80212884952,143.94643094746,90.8789808917197,0,55.8882111290925
"2348","est",1975,0,5452.14117060302,1225.38852225369,157.125934730735,96.3340410474168,0,60.9672600522843
"2349","est",1976,0,5601.78352572137,1255.71629291526,172.867208359575,98.0576079263977,0,0
"2350","est",1977,0,5695.1214439931,1300.90090746721,185.4658174625,100.28025477707,0,0
"2351","est",1978,0,5664.7835421274,1395.67568601274,194.609440004258,100.199009200283,0,0
"2352","est",1979,0,5675.89666498231,1403.00902415703,207.227493280583,97.0942675159236,0,0
"2353","est",1980,0,5981.79999409383,1436.4904075484,216.323720649677,98.695966029724,0,0
"2354","est",1981,0,5430.57678678068,1454.05713976438,232.281310707601,100.367303609342,0,0
"2355","est",1982,0,5507.92227479443,1461.40632520883,245.987022433538,97.6165605095541,0,0
"2356","est",1983,0,5474.10574998523,1462.24227029172,264.345967906469,101.144939844303,0,0
"2357","est",1984,0,5447.70823517059,1430.47239531653,286.495311931732,102.711818825195,0,0
"2358","est",1985,0,6207.5718584094,1444.3229356474,314.592142495986,103.170276008493,0,0
"2359","est",1986,0,6383.62712047932,1445.83239098667,303.891770821321,106.640622788393,0,0
"2360","est",1987,0,6401.23572511369,1466.43784300637,350.253971774015,108.445435244161,0,0
"2361","est",1988,0,6476.76494097111,1464.6629453896,374.192179752158,110.099363057325,0,0
"2362","est",1989,0,6156.74702230564,1448.48285193671,375.876531273008,110.836376503892,0,0
"2363","est",1990,0,5187.5965133906,1404.68091432283,386.862489244498,108.126256192498,0,0
"2364","est",1991,0,4628.7849825768,1400.67154738494,388.967321015142,100.233828733192,0,0
"2365","est",1992,14.23,4691,1098,411,82,0,150
"2366","est",1993,10.88,3486,1325,202,68,0,83
"2367","est",1994,14.23,3468,1278,287,55,0,126
"2368","est",1995,27.63,3287,897,327,57,0,91
"2369","est",1996,15.91,3709,966,401,53,0,91
"2370","est",1997,0,3635,993,390,58,0,105
"2371","est",1998,0,3316,945,370,44,0,105
"2372","est",1999,38.51,3022,790,360,49,0,115
"2373","est",2000,41.03,3199,585,413,45,0,109
"2374","est",2001,36,3140,720,444,55,0,101
"2375","est",2002,56.93,3079,705,372,63,0,118
"2376","est",2003,31.82,3575,718,425,69,0,113
"2377","est",2004,43.54,3578,719,484,84,0,155
"2378","est",2005,37.68,3442,722,499,99,0,144
"2379","est",2006,48.56,3275,727,505,115,0,212
"2380","est",2007,35.16,3996,816,502,127,0,258
"2381","est",2008,36,3698,724,481,110,0,244
"2382","est",2009,16.75,3287,692,328,44,0,224
"2383","eth",1971,0,0,476,0,29,0,11
"2384","eth",1972,0,0,358,0,26,0,16
"2385","eth",1973,0,0,461,0,17,0,15
"2386","eth",1974,0,0,458,0,16,0,12
"2387","eth",1975,0,0,310,0,20,0,6
"2388","eth",1976,13.4,0,301,0,20,0,21
"2389","eth",1977,17.58,0,276,0,10,0,17
"2390","eth",1978,25.12,0,362,0,12,0,17
"2391","eth",1979,23.44,0,491,0,13,0,14
"2392","eth",1980,24.28,0,482,0,15,0,21
"2393","eth",1981,27.63,0,491,0,18,0,32
"2394","eth",1982,25.95,0,384,0,20,0,54
"2395","eth",1983,18.42,0,480,0,23,0,22
"2396","eth",1984,19.26,0,421,0,33,0,51
"2397","eth",1985,20.09,0,461,0,34,0,37
"2398","eth",1986,23.44,0,567,0,37,0,77
"2399","eth",1987,30.14,0,656,0,48,0,63
"2400","eth",1988,28.47,0,674,0,55,0,49
"2401","eth",1989,24.28,0,720,0,51,0,50
"2402","eth",1990,16.75,0,777,0,46,0,53
"2403","eth",1991,18.42,0,775,0,39,0,55
"2404","eth",1992,18.42,0,768,0,41,0,59
"2405","eth",1993,19.26,0,778,0,48,0,56
"2406","eth",1994,19.26,0,756,0,63,0,132
"2407","eth",1995,36.84,0,504,0,83,0,143
"2408","eth",1996,39.35,0,923,0,94,0,128
"2409","eth",1997,39.35,0,1064,0,102,0,126
"2410","eth",1998,41.03,0,1269,0,102,0,55
"2411","eth",1999,40.19,0,1297,0,87,0,62
"2412","eth",2000,31.82,0,1470,0,120,0,66
"2413","eth",2001,31.82,0,1053,0,122,0,80
"2414","eth",2002,31.82,0,1100,0,122,0,75
"2415","eth",2003,31.82,0,1195,0,154,0,73
"2416","eth",2004,31.82,0,1238,0,179,0,99
"2417","eth",2005,31.82,0,1284,0,213,0,125
"2418","eth",2006,31.82,0,1407,0,235,0,151
"2419","eth",2007,31.82,0,1544,0,221,0,187
"2420","eth",2008,31.82,0,1690,0,249,0,183
"2421","eth",2009,31.82,0,1838,0,313,0,199
"2422","fin",1971,450.44,2123,8694,0,250,0,116
"2423","fin",1972,622.08,2405,9368,0,270,0,109
"2424","fin",1973,658.08,2671,10512,0,285,0,147
"2425","fin",1974,849.81,2658,9535,237,300,0,140
"2426","fin",1975,730.92,2455,9448,387,281,0,196
"2427","fin",1976,788.69,3336,9983,416,248,0,239
"2428","fin",1977,818.83,3210,9783,469,233,0,296
"2429","fin",1978,824.69,4199,9216,510,232,0,330
"2430","fin",1979,915.95,4494,9573,513,238,0,599
"2431","fin",1980,910.09,5462,9694,482,247,0,639
"2432","fin",1981,842.27,4780,8637,383,247,0,624
"2433","fin",1982,787.02,3284,7852,361,253,0,699
"2434","fin",1983,788.69,3501,7228,350,259,0,710
"2435","fin",1984,719.2,4103,6796,399,224,0,859
"2436","fin",1985,743.48,5194,7622,508,219,0,540
"2437","fin",1986,911.77,4639,9094,617,193,0,587
"2438","fin",1987,1053.26,5548,9163,817,194,0,588
"2439","fin",1988,1192.24,5386,7765,875,205,0,631
"2440","fin",1989,1170.48,5187,7774,1163,217,0,694
"2441","fin",1990,998,5521,6999,1363,227,0,769
"2442","fin",1991,1190.57,5791,7246,1441,180,0,728
"2443","fin",1992,1265.08,5154,6249,1494,154,0,822
"2444","fin",1993,1185.55,5755,6370,1551,114,0,679
"2445","fin",1994,1291.04,7100,6747,1715,118,0,587
"2446","fin",1995,783.67,6390,6119,1773,123,0,529
"2447","fin",1996,748.5,7695,7030,1853,133,0,585
"2448","fin",1997,735.11,7172,7250,1815,123,0,623
"2449","fin",1998,766.92,5807,7502,2083,149,0,729
"2450","fin",1999,742.64,5632,7219,2085,178,0,780
"2451","fin",2000,710.83,5342,6546,2137,193,0,870
"2452","fin",2001,619.57,6402,6490,2315,180,0,793
"2453","fin",2002,696.59,6973,7219,2301,163,0,853
"2454","fin",2003,720.04,8598,7435,2551,203,0,859
"2455","fin",2004,709.15,7849,7771,2467,176,0,797
"2456","fin",2005,794.55,5165,7294,2247,185,0,791
"2457","fin",2006,765.25,7806,7570,2421,229,0,875
"2458","fin",2007,812.97,7589,7279,2325,237,0,846
"2459","fin",2008,844.79,5478,7173,2406,237,0,833
"2460","fin",2009,766.92,5418,6776,2176,238,0,640
"2461","fji",1971,0,1,137,0,11,0,128
"2462","fji",1972,0,0,146,0,12,0,101
"2463","fji",1973,0,0,160,0,12,0,136
"2464","fji",1974,0,5,167,0,11,0,109
"2465","fji",1975,0,12,147,0,10,0,92
"2466","fji",1976,0,7,116,0,9,0,100
"2467","fji",1977,0,14,185,0,10,0,82
"2468","fji",1978,2.51,18,165,0,11,0,90
"2469","fji",1979,5.86,17,199,0,13,0,88
"2470","fji",1980,4.19,15,191,0,11,0,88
"2471","fji",1981,5.02,13,269,0,13,0,21
"2472","fji",1982,9.21,17,200,0,12,0,77
"2473","fji",1983,8.37,13,167,0,15,0,59
"2474","fji",1984,5.86,16,130,0,13,0,74
"2475","fji",1985,5.86,12,133,0,13,0,75
"2476","fji",1986,4.19,11,141,0,13,0,116
"2477","fji",1987,3.35,4,118,0,8,0,86
"2478","fji",1988,3.35,3,142,0,6,0,68
"2479","fji",1989,3.35,12,152,0,8,0,97
"2480","fji",1990,4.19,17,194,0,11,0,74
"2481","fji",1991,4.19,13,160,0,11,0,58
"2482","fji",1992,4.19,14,172,0,11,0,48
"2483","fji",1993,4.19,14,183,0,11,0,48
"2484","fji",1994,3.35,14,196,0,13,0,45
"2485","fji",1995,4.19,14,210,0,12,0,46
"2486","fji",1996,4.19,16,217,0,11,0,46
"2487","fji",1997,4.19,16,172,0,13,0,92
"2488","fji",1998,3.35,14,166,0,12,0,91
"2489","fji",1999,3.35,13,193,0,13,0,93
"2490","fji",2000,3.35,12,211,0,13,0,144
"2491","fji",2001,2.51,11,280,0,13,0,109
"2492","fji",2002,1.67,10,202,0,15,0,95
"2493","fji",2003,3.35,9,207,0,16,0,310
"2494","fji",2004,10.05,1,293,0,16,0,62
"2495","fji",2005,10.88,1,353,0,19,0,203
"2496","fji",2006,5.86,1,352,0,19,0,245
"2497","fji",2007,7.54,1,308,0,20,0,239
"2498","fji",2008,7.54,1,275,0,19,0,198
"2499","fji",2009,6.7,-1,217,0,15,0,148
"2500","flk",1971,0,2,1,0,0,0,1
"2501","flk",1972,0,2,1,0,0,0,1
"2502","flk",1973,0,3,1,0,0,0,1
"2503","flk",1974,0,3,1,0,0,0,1
"2504","flk",1975,0,3,1,0,0,0,1
"2505","flk",1976,0,3,1,0,0,0,1
"2506","flk",1977,0,3,1,0,0,0,1
"2507","flk",1978,0,3,1,0,0,0,1
"2508","flk",1979,0,3,1,0,0,0,1
"2509","flk",1980,0,3,1,0,0,0,1
"2510","flk",1981,0,3,3,0,0,0,1
"2511","flk",1982,0,2,3,0,0,0,1
"2512","flk",1983,0,3,3,0,0,0,1
